100|4513|f
101|4515|f
102|4517|f
103|4519|f
104|4521|f
105|4523|f
106|4525|f
107|4512|f
108|4514|f
109|4516|f
110|4518|f
111|4520|f
112|4522|f
113|4524|f
114|4526|f
115|4527|f
116|4528|f
117|4529|f
118|4530|f
119|4531|f
120|4532|f
121|4533|f
122|4534|f
123|4535|f
124|4536|f
125|4537|f
126|4538|f
127|4539|f
128|4540|f
129|4541|f
130|4542|f
131|6872|f
132|6874|f
133|6876|f
134|6878|f
654|23908|f
1019|29615|f
1022|29618|f
1024|29620|f
1026|29622|f
1028|29624|f
1030|29626|f
1032|29628|f
1034|29630|f
1036|29632|f
1038|29634|f
1040|29636|f
1042|29638|f
1044|29640|f
1046|29642|f
1048|29644|f
1050|29646|f
1052|29648|f
1054|29650|f
1056|29652|f
1058|29654|f
1060|29656|f
1062|29658|f
1064|29660|f
1066|29662|f
1068|29664|f
1070|29666|f
162|6871|f
163|6873|f
164|6875|f
165|6877|f
1072|29668|f
68|3267|f
69|3269|f
70|3271|f
71|3273|f
72|3275|f
73|3277|f
74|3279|f
75|3281|f
76|3283|f
77|3285|f
78|3287|f
79|3289|f
80|3291|f
81|3293|f
82|3295|f
83|3297|f
84|3266|f
85|3268|f
86|3270|f
87|3272|f
88|3274|f
89|3276|f
90|3278|f
91|3280|f
92|3282|f
93|3284|f
94|3286|f
95|3288|f
96|3290|f
97|3292|f
98|3294|f
99|3296|f
1074|29670|f
1076|29672|f
1078|29674|f
473|20859|f
475|20861|f
477|20863|f
479|20865|f
1080|29676|f
1082|29678|f
1084|29680|f
1086|29682|f
1088|29684|f
1090|29686|f
1092|29688|f
1094|29690|f
1096|29692|f
1098|29694|f
1100|29696|f
1102|29698|f
1104|29700|f
1106|29702|f
1108|29704|f
1110|29706|f
1112|29708|f
1114|29710|f
1116|29712|f
1118|29714|f
194|6968|f
195|6969|f
196|6970|f
197|6971|f
198|6972|f
1120|29716|f
1122|29718|f
1124|29720|f
1126|29722|f
1128|29724|f
1130|29726|f
1132|29728|f
1134|29730|f
1136|29732|f
1138|29734|f
1139|30890|f
1141|30892|f
1143|30894|f
1145|30896|f
1147|30898|f
1149|30900|f
1151|30902|f
1153|30904|f
1155|30906|f
1157|30908|f
1159|30910|f
1161|30912|f
1163|30914|f
1165|30916|f
1167|30918|f
1169|30920|f
1171|30922|f
226|7032|f
227|7033|f
228|7034|f
229|7035|f
230|7036|f
1173|30924|f
1175|30926|f
1177|30928|f
1179|30930|f
1181|30932|f
1183|30934|f
1185|30936|f
1187|30938|f
1189|30940|f
1191|30942|f
1193|30944|f
1195|30946|f
1197|30948|f
1199|30950|f
1201|30952|f
1203|30954|f
1205|30956|f
1207|30958|f
1209|30960|f
1211|30962|f
1213|30964|f
1215|30966|f
655|23909|f
1020|29616|f
1021|29617|f
1023|29619|f
1025|29621|f
258|7096|f
259|7097|f
260|7098|f
261|7099|f
262|7100|f
1027|29623|f
1029|29625|f
1031|29627|f
1033|29629|f
1035|29631|f
1037|29633|f
1039|29635|f
1041|29637|f
1043|29639|f
1045|29641|f
1047|29643|f
1049|29645|f
1051|29647|f
1053|29649|f
1055|29651|f
1057|29653|f
1059|29655|f
1061|29657|f
1063|29659|f
1065|29661|f
1067|29663|f
1069|29665|f
1071|29667|f
1073|29669|f
1075|29671|f
474|20860|f
476|20862|f
478|20864|f
1077|29673|f
1079|29675|f
1081|29677|f
1083|29679|f
1085|29681|f
1087|29683|f
1089|29685|f
1091|29687|f
1093|29689|f
1095|29691|f
1097|29693|f
1099|29695|f
1101|29697|f
1103|29699|f
1105|29701|f
1107|29703|f
1109|29705|f
1111|29707|f
1113|29709|f
1115|29711|f
1117|29713|f
1119|29715|f
1121|29717|f
1123|29719|f
1125|29721|f
1127|29723|f
1129|29725|f
1131|29727|f
1133|29729|f
1135|29731|f
1137|29733|f
1140|30891|f
1142|30893|f
1144|30895|f
1146|30897|f
1148|30899|f
1150|30901|f
1152|30903|f
1154|30905|f
1156|30907|f
1158|30909|f
1160|30911|f
1162|30913|f
1164|30915|f
1166|30917|f
1168|30919|f
1170|30921|f
1172|30923|f
1174|30925|f
1176|30927|f
1178|30929|f
1180|30931|f
1182|30933|f
1184|30935|f
1186|30937|f
1188|30939|f
1190|30941|f
1192|30943|f
1194|30945|f
1196|30947|f
1198|30949|f
1200|30951|f
1202|30953|f
1204|30955|f
1206|30957|f
1208|30959|f
1210|30961|f
1212|30963|f
1214|30965|f
1216|30967|f
1217|30968|f
1218|30969|f
1219|30970|f
1220|30971|f
1221|30972|f
1222|30973|f
1223|30974|f
1224|30975|f
1225|30976|f
1226|30977|f
1227|30978|f
1228|30979|f
1229|30980|f
1230|30981|f
1231|30982|f
1232|30983|f
1233|30984|f
1234|30985|f
1235|30986|f
1236|30987|f
1237|30988|f
1238|30989|f
1239|30990|f
1240|30991|f
1241|30992|f
1242|30993|f
1243|30994|f
1244|30995|f
1245|30996|f
1246|30997|f
1247|30998|f
1248|30999|f
1249|31000|f
1250|31001|f
1251|31002|f
1252|31003|f
1253|31004|f
1254|31005|f
1255|31006|f
1256|31007|f
1257|31008|f
1258|31009|f
1259|31010|f
1260|31011|f
1261|31012|f
1262|31013|f
1263|32731|f
1264|32732|f
1265|32733|f
1266|32734|f
1267|32735|f
